season,player_name,college,down,distance,yards_gained,epa,success,pass,completion,interception,touchdown
2023,CJ Ogbonna,Buffalo,2,6,3,-0.2748655161762548,0,1,1,0,0
2023,CJ Ogbonna,Buffalo,2,13,0,-0.9610792087880667,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,2,8,15,2.0131465845639367,1,1,0,0,0
2023,CJ Ogbonna,Buffalo,1,10,0,-0.8457687366186873,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,4,9,15,3.170088925676689,1,1,1,0,0
2023,CJ Ogbonna,Buffalo,1,10,24,2.681437948606975,1,1,1,0,1
2023,CJ Ogbonna,Buffalo,1,10,0,-1.1143038065675126,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,3,10,0,-0.7052334563220866,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,1,10,0,-1.0146424556055624,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,1,10,1,-0.7468552089852203,0,1,1,0,0
2023,CJ Ogbonna,Buffalo,3,8,1,-0.8079594338363326,0,1,1,0,0
2023,CJ Ogbonna,Buffalo,1,10,4,-0.1108700500197327,0,1,1,0,0
2023,CJ Ogbonna,Buffalo,1,10,6,0.2977036772411737,1,1,1,0,0
2023,CJ Ogbonna,Buffalo,4,2,0,-2.5810280388053624,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,1,10,0,-1.0146424556055624,0,1,0,0,0
2023,CJ Ogbonna,Buffalo,1,10,39,1.5470162583942262,1,1,1,0,0
