season,player_name,college,down,distance,yards_gained,epa,success,pass,completion,interception,touchdown
2023,Keali'i Ah Yat,Montana,1,10,7,0.42005087243432726,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,3,5,0.1989896267119829,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,8,14,2.05571709447798,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,7,9,0.816189177308825,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,10,0,-0.5824837756999947,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,3,7,0,-0.8963490238602781,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,1,10,19,0.556752330141848,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,10,0,-0.3882383440694163,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,2,10,0,-0.4964187188337484,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,3,10,21,3.5169538766986577,1,1,1,0,1
2023,Keali'i Ah Yat,Montana,2,3,8,0.6180381983617256,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,10,0,-1.0146424556055624,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,3,7,4,-0.0949594397152698,0,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,6,-1,-1.1504188449718882,0,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,13,11,1.4732687070031554,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,8,4,-0.0142906717482685,0,1,1,0,0
2023,Keali'i Ah Yat,Montana,3,14,5,0.027393456872467,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,12,39,3.051593094205876,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,10,-2,-1.2235983278385643,0,1,1,0,0
2023,Keali'i Ah Yat,Montana,3,12,30,3.8475027137591873,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,10,0,-0.4710467974920665,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,1,9,0,-0.315798379566314,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,2,24,10,0.745692024991767,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,3,3,6,1.467004516987564,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,5,0,-1.113574478166404,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,3,5,9,2.291670237657975,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,20,6,0.03751657110661543,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,3,14,11,0.36698312610221073,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,1,10,0,-1.1301991718133413,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,2,10,17,2.11684021479261,1,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,10,0,-0.550474767221999,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,1,10,4,-0.1319374071745773,0,1,1,0,0
2023,Keali'i Ah Yat,Montana,2,11,0,-1.0069533187061959,0,1,0,0,0
2023,Keali'i Ah Yat,Montana,4,6,0,-2.888745063977165,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,5,0.0963261532824955,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,5,7,0.9574465184989798,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,8,15,2.1421272050936153,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,3,4,0,-1.1007355967465617,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,12,1.0987321081223769,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,3,10,0,-0.6680123764368453,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,10,0,-0.423613027815584,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-0.350740748439042,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-0.7342478781140684,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,10,0,-0.3675373383433538,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-1.0955888671820908,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,10,15,1.3848620561380827,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,16,1.2388651878297718,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-0.7828922522763084,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,10,13,1.177400538595439,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-0.4522778946200265,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,10,-1,-0.771647544740235,0,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,2,0,-0.854701227650125,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,3,11,24,2.710774503954221,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,3,12,6,0.09616765321814835,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,8,0.73144036017254,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,2,37,2.745073724894528,1,1,1,0,1
2024,Keali'i Ah Yat,Montana,1,10,7,0.6714265021529684,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,6,0.193301563662509,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,3,-0.2595333371439592,0,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,7,7,1.012207423843222,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,5,0.1056805473653828,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,3,3,5,1.6575968499512932,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,5,0,-1.2654835269800364,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,5,2,-0.7040177006859594,0,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,5,0.1106144250151839,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,7,0.5574648631307815,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,3,13,1.1528167271710252,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,6,0.3957205453341055,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,2,4,0,-1.243353481543522,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,3,4,11,2.1688165223522127,1,1,1,0,0
2024,Keali'i Ah Yat,Montana,1,10,0,-0.8772679222659558,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,2,10,0,-1.0411051963664768,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,1,13,0,-0.251639580797439,0,1,0,0,0
2024,Keali'i Ah Yat,Montana,3,21,8,0.5799069207480408,1,1,1,0,0
